,CGP(1+4),CGP-DeepNeuralCrossover(40+40),CGP-DeepNeuralCrossover-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,CGP-OnePoint(40+40),CGP-OnePointVL(40+40),CGP-RealValue(40+40),CGP-Subgraph(40+40),CGP-TwoPoint(40+40),CGP-TwoPointVL(40+40),CGP-Uniform(40+40)
CGP(1+4),1.0,0.0020833158445924763,0.00022893017449171298,0.0035838877381762085,0.0035838877381762085,0.0035838877381762085,0.0009021942163357138,4.929374508125563e-07,0.20834759209134845,0.03703477434789896,6.124094938490047e-10,0.021111209714911424,0.15860283312349666,0.005885719225372546,0.10448372091590112
CGP-DeepNeuralCrossover(40+40),0.0020833158445924763,1.0,0.45864151796675745,0.855044223388649,0.855044223388649,0.855044223388649,0.7020111769696078,0.0034288047477894763,0.028612266110102497,0.12005175877634032,2.648206717011294e-05,0.4258933747605065,0.04521436705638974,0.532699369151848,0.040275574503942105
CGP-DeepNeuralCrossover-FixedParents(40+40),0.00022893017449171298,0.45864151796675745,1.0,0.37942186145485324,0.37942186145485324,0.37942186145485324,0.8388476546192787,0.016283602557371393,0.002503318582961129,0.008891325079370807,0.00024164202506622834,0.08925670335139432,0.0046560654649647065,0.11050681166192877,0.0018985111883363104
CGP-DeepNeuralCrossover-OnePoint(40+40),0.0035838877381762085,0.855044223388649,0.37942186145485324,1.0,1.0,1.0,0.6766227439753234,0.003913345732013725,0.04671588131209952,0.18221888469152203,2.491471507183853e-05,0.5103056926644742,0.056631889159631875,0.6715877488632371,0.07934878046830084
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,0.0035838877381762085,0.855044223388649,0.37942186145485324,1.0,1.0,1.0,0.6766227439753234,0.003913345732013725,0.04671588131209952,0.18221888469152203,2.491471507183853e-05,0.5103056926644742,0.056631889159631875,0.6715877488632371,0.07934878046830084
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,0.0035838877381762085,0.855044223388649,0.37942186145485324,1.0,1.0,1.0,0.6766227439753234,0.003913345732013725,0.04671588131209952,0.18221888469152203,2.491471507183853e-05,0.5103056926644742,0.056631889159631875,0.6715877488632371,0.07934878046830084
CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),0.0009021942163357138,0.7020111769696078,0.8388476546192787,0.6766227439753234,0.6766227439753234,0.6766227439753234,1.0,0.004556716472612243,0.005182848661558369,0.01926042189960369,3.2739031430031896e-05,0.22898592635256498,0.01269845987050432,0.20340518118848738,0.003745325255016672
CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,4.929374508125563e-07,0.0034288047477894763,0.016283602557371393,0.003913345732013725,0.003913345732013725,0.003913345732013725,0.004556716472612243,1.0,1.324681679038964e-06,2.808489205506208e-06,0.42189959061886206,9.143846784662062e-05,3.92315483214605e-06,7.479314384472026e-05,1.8691840324611712e-06
CGP-OnePoint(40+40),0.20834759209134845,0.028612266110102497,0.002503318582961129,0.04671588131209952,0.04671588131209952,0.04671588131209952,0.005182848661558369,1.324681679038964e-06,1.0,0.37942186145485324,7.615836717793372e-10,0.16271367810990545,0.9039747211325873,0.07143001591138717,0.7174076711831379
CGP-OnePointVL(40+40),0.03703477434789896,0.12005175877634032,0.008891325079370807,0.18221888469152203,0.18221888469152203,0.18221888469152203,0.01926042189960369,2.808489205506208e-06,0.37942186145485324,1.0,9.877863311558724e-10,0.4798034913484448,0.4841004864411871,0.2276547798183055,0.5463695021653148
CGP-RealValue(40+40),6.124094938490047e-10,2.648206717011294e-05,0.00024164202506622834,2.491471507183853e-05,2.491471507183853e-05,2.491471507183853e-05,3.2739031430031896e-05,0.42189959061886206,7.615836717793372e-10,9.877863311558724e-10,1.0,1.836285371778833e-07,2.5269015412890136e-09,1.0068909196202774e-07,9.45995753699829e-10
CGP-Subgraph(40+40),0.021111209714911424,0.4258933747605065,0.08925670335139432,0.5103056926644742,0.5103056926644742,0.5103056926644742,0.22898592635256498,9.143846784662062e-05,0.16271367810990545,0.4798034913484448,1.836285371778833e-07,1.0,0.22898592635256498,0.8173585726127014,0.23708920197349326
CGP-TwoPoint(40+40),0.15860283312349666,0.04521436705638974,0.0046560654649647065,0.056631889159631875,0.056631889159631875,0.056631889159631875,0.01269845987050432,3.92315483214605e-06,0.9039747211325873,0.4841004864411871,2.5269015412890136e-09,0.22898592635256498,1.0,0.10301943463760882,0.8930629655407459
CGP-TwoPointVL(40+40),0.005885719225372546,0.532699369151848,0.11050681166192877,0.6715877488632371,0.6715877488632371,0.6715877488632371,0.20340518118848738,7.479314384472026e-05,0.07143001591138717,0.2276547798183055,1.0068909196202774e-07,0.8173585726127014,0.10301943463760882,1.0,0.10013984457250873
CGP-Uniform(40+40),0.10448372091590112,0.040275574503942105,0.0018985111883363104,0.07934878046830084,0.07934878046830084,0.07934878046830084,0.003745325255016672,1.8691840324611712e-06,0.7174076711831379,0.5463695021653148,9.45995753699829e-10,0.23708920197349326,0.8930629655407459,0.10013984457250873,1.0
