,CGP(1+4),CGP-DeepNeuralCrossover(40+40),CGP-DeepNeuralCrossover-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,CGP-OnePoint(40+40),CGP-OnePointVL(40+40),CGP-RealValue(40+40),CGP-Subgraph(40+40),CGP-TwoPoint(40+40),CGP-TwoPointVL(40+40),CGP-Uniform(40+40)
CGP(1+4),1.0,0.011745784076835629,8.588599248551864e-06,0.002867678318498507,0.002867678318498507,0.002867678318498507,0.015385399292842314,1.9780662347638666e-07,0.004860668735280524,0.5058882913243417,9.45995753699829e-10,0.0004557378208648718,0.03344140674953983,0.0025609424035025613,0.5742207300206108
CGP-DeepNeuralCrossover(40+40),0.011745784076835629,1.0,0.061251982259104824,0.8227190621806011,0.8227190621806011,0.8227190621806011,0.9532727267129067,0.002337490491098707,1.0,0.03231187253867862,0.0002763783842187432,0.5742207300206108,0.6715877488632371,0.8388476546192787,0.07035353865235125
CGP-DeepNeuralCrossover-FixedParents(40+40),8.588599248551864e-06,0.061251982259104824,1.0,0.08418528696284948,0.08418528696284948,0.08418528696284948,0.06929040724125805,0.15860283312349666,0.07362347107245824,1.721156738718211e-05,0.09322122365616477,0.12676571057376695,0.027142017553726375,0.04904668945213571,0.00021684799595288174
CGP-DeepNeuralCrossover-OnePoint(40+40),0.002867678318498507,0.8227190621806011,0.08418528696284948,1.0,1.0,1.0,0.7668977896559572,0.002232593330169188,0.9203757735227215,0.009256921836236156,0.0009021942163357138,0.9039747211325873,0.5648626219954609,0.9039747211325873,0.029630103592925876
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,0.002867678318498507,0.8227190621806011,0.08418528696284948,1.0,1.0,1.0,0.7668977896559572,0.002232593330169188,0.9203757735227215,0.009256921836236156,0.0009021942163357138,0.9039747211325873,0.5648626219954609,0.9039747211325873,0.029630103592925876
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,0.002867678318498507,0.8227190621806011,0.08418528696284948,1.0,1.0,1.0,0.7668977896559572,0.002232593330169188,0.9203757735227215,0.009256921836236156,0.0009021942163357138,0.9039747211325873,0.5648626219954609,0.9039747211325873,0.029630103592925876
CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),0.015385399292842314,0.9532727267129067,0.06929040724125805,0.7668977896559572,0.7668977896559572,0.7668977896559572,1.0,0.004965990780521118,0.8227190621806011,0.04595995967178464,0.0005319207204376998,0.5372367844027907,0.7277366196432564,0.8280872985421532,0.06720371990888843
CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,1.9780662347638666e-07,0.002337490491098707,0.15860283312349666,0.002232593330169188,0.002232593330169188,0.002232593330169188,0.004965990780521118,1.0,0.0020833158445924763,1.9780662347638666e-07,0.9039747211325873,0.005408227829922081,0.0004924572634527734,0.0007211258214677156,6.421764116299677e-06
CGP-OnePoint(40+40),0.004860668735280524,1.0,0.07362347107245824,0.9203757735227215,0.9203757735227215,0.9203757735227215,0.8227190621806011,0.0020833158445924763,1.0,0.011977811890149424,0.0004440770362513889,0.707130135998675,0.5463695021653148,0.9422954352478662,0.043753744637871406
CGP-OnePointVL(40+40),0.5058882913243417,0.03231187253867862,1.721156738718211e-05,0.009256921836236156,0.009256921836236156,0.009256921836236156,0.04595995967178464,1.9780662347638666e-07,0.011977811890149424,1.0,7.291599690441081e-10,0.0024468831891312623,0.06617993344569598,0.006673384601133817,1.0
CGP-RealValue(40+40),9.45995753699829e-10,0.0002763783842187432,0.09322122365616477,0.0009021942163357138,0.0009021942163357138,0.0009021942163357138,0.0005319207204376998,0.9039747211325873,0.0004440770362513889,7.291599690441081e-10,1.0,0.0009021942163357138,0.00011155159944843511,0.00010102115226523527,1.5820081193966945e-07
CGP-Subgraph(40+40),0.0004557378208648718,0.5742207300206108,0.12676571057376695,0.9039747211325873,0.9039747211325873,0.9039747211325873,0.5372367844027907,0.005408227829922081,0.707130135998675,0.0024468831891312623,0.0009021942163357138,1.0,0.40614013437894514,0.6766227439753234,0.008033139847202666
CGP-TwoPoint(40+40),0.03344140674953983,0.6715877488632371,0.027142017553726375,0.5648626219954609,0.5648626219954609,0.5648626219954609,0.7277366196432564,0.0004924572634527734,0.5463695021653148,0.06617993344569598,0.00011155159944843511,0.40614013437894514,1.0,0.5147457320739065,0.1486671846875566
CGP-TwoPointVL(40+40),0.0025609424035025613,0.8388476546192787,0.04904668945213571,0.9039747211325873,0.9039747211325873,0.9039747211325873,0.8280872985421532,0.0007211258214677156,0.9422954352478662,0.006673384601133817,0.00010102115226523527,0.6766227439753234,0.5147457320739065,1.0,0.03580208039464802
CGP-Uniform(40+40),0.5742207300206108,0.07035353865235125,0.00021684799595288174,0.029630103592925876,0.029630103592925876,0.029630103592925876,0.06720371990888843,6.421764116299677e-06,0.043753744637871406,1.0,1.5820081193966945e-07,0.008033139847202666,0.1486671846875566,0.03580208039464802,1.0
