,CGP(1+4),CGP-DeepNeuralCrossover(40+40),CGP-DeepNeuralCrossover-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,CGP-OnePoint(40+40),CGP-OnePointVL(40+40),CGP-RealValue(40+40),CGP-Subgraph(40+40),CGP-TwoPoint(40+40),CGP-TwoPointVL(40+40),CGP-Uniform(40+40)
CGP(1+4),1.0,6.10393781075525e-05,3.3101566503929746e-07,0.002999497126997576,0.002999497126997576,0.002999497126997576,1.324681679038964e-06,2.214691903817112e-08,0.03703477434789896,0.005073372398608197,4.32735398892069e-06,0.07806837196971929,0.028114738890385193,2.5687023229313167e-05,0.0725199547532066
CGP-DeepNeuralCrossover(40+40),6.10393781075525e-05,1.0,0.3362064160117333,0.4841004864411871,0.4841004864411871,0.4841004864411871,0.4884169349823003,0.03175947078492541,0.04595995967178464,0.15860283312349666,0.06822394706395285,0.09720430030324131,0.03703477434789896,0.8442392855727232,0.014531098515685603
CGP-DeepNeuralCrossover-FixedParents(40+40),3.3101566503929746e-07,0.3362064160117333,1.0,0.10157151414757677,0.10157151414757677,0.10157151414757677,0.656571709139543,0.19142374906367332,0.0024468831891312623,0.0100285966605008,0.17332064000950043,0.00624970674415664,0.0018985111883363104,0.10596448758985066,0.0007581699479779663
CGP-DeepNeuralCrossover-OnePoint(40+40),0.002999497126997576,0.4841004864411871,0.10157151414757677,1.0,1.0,1.0,0.17553368351683218,0.009830488269341183,0.3092302962615101,0.5372367844027907,0.030668913198281193,0.2396669314618659,0.30596175764279965,0.6540812904936368,0.1467383512854788
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,0.002999497126997576,0.4841004864411871,0.10157151414757677,1.0,1.0,1.0,0.17553368351683218,0.009830488269341183,0.3092302962615101,0.5372367844027907,0.030668913198281193,0.2396669314618659,0.30596175764279965,0.6540812904936368,0.1467383512854788
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,0.002999497126997576,0.4841004864411871,0.10157151414757677,1.0,1.0,1.0,0.17553368351683218,0.009830488269341183,0.3092302962615101,0.5372367844027907,0.030668913198281193,0.2396669314618659,0.30596175764279965,0.6540812904936368,0.1467383512854788
CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),1.324681679038964e-06,0.4884169349823003,0.656571709139543,0.17553368351683218,0.17553368351683218,0.17553368351683218,1.0,0.13023052431209622,0.008033139847202666,0.030150595761443386,0.15059082281444555,0.0210652230172183,0.0062684234558541595,0.2837249771000748,0.0014651559899696736
CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,2.214691903817112e-08,0.03175947078492541,0.19142374906367332,0.009830488269341183,0.009830488269341183,0.009830488269341183,0.13023052431209622,1.0,0.00013962281497052493,0.0004440770362513889,0.9752503588786507,0.0003585695152949391,8.154342781006209e-05,0.011745784076835629,2.2040780665423933e-05
CGP-OnePoint(40+40),0.03703477434789896,0.04595995967178464,0.0024468831891312623,0.3092302962615101,0.3092302962615101,0.3092302962615101,0.008033139847202666,0.00013962281497052493,1.0,0.4503250216950171,0.001151491505430606,0.9917464663761633,0.9395525612607053,0.049844998595555634,0.7695318249152246
CGP-OnePointVL(40+40),0.005073372398608197,0.15860283312349666,0.0100285966605008,0.5372367844027907,0.5372367844027907,0.5372367844027907,0.030150595761443386,0.0004440770362513889,0.4503250216950171,1.0,0.001590185069160521,0.5953584161893144,0.5125225766245953,0.16690695885469453,0.2962940227084747
CGP-RealValue(40+40),4.32735398892069e-06,0.06822394706395285,0.17332064000950043,0.030668913198281193,0.030668913198281193,0.030668913198281193,0.15059082281444555,0.9752503588786507,0.001151491505430606,0.001590185069160521,1.0,0.0008552364480707786,0.0004981584380273995,0.014805110540851447,0.00037945180197330287
CGP-Subgraph(40+40),0.07806837196971929,0.09720430030324131,0.00624970674415664,0.2396669314618659,0.2396669314618659,0.2396669314618659,0.0210652230172183,0.0003585695152949391,0.9917464663761633,0.5953584161893144,0.0008552364480707786,1.0,0.9614925785335383,0.1283514925949934,0.6614477161853791
CGP-TwoPoint(40+40),0.028114738890385193,0.03703477434789896,0.0018985111883363104,0.30596175764279965,0.30596175764279965,0.30596175764279965,0.0062684234558541595,8.154342781006209e-05,0.9395525612607053,0.5125225766245953,0.0004981584380273995,0.9614925785335383,1.0,0.07143001591138717,0.6123683054421181
CGP-TwoPointVL(40+40),2.5687023229313167e-05,0.8442392855727232,0.10596448758985066,0.6540812904936368,0.6540812904936368,0.6540812904936368,0.2837249771000748,0.011745784076835629,0.049844998595555634,0.16690695885469453,0.014805110540851447,0.1283514925949934,0.07143001591138717,1.0,0.019618876516920646
CGP-Uniform(40+40),0.0725199547532066,0.014531098515685603,0.0007581699479779663,0.1467383512854788,0.1467383512854788,0.1467383512854788,0.0014651559899696736,2.2040780665423933e-05,0.7695318249152246,0.2962940227084747,0.00037945180197330287,0.6614477161853791,0.6123683054421181,0.019618876516920646,1.0
