,CGP(1+4),CGP-DeepNeuralCrossover(40+40),CGP-DeepNeuralCrossover-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40),CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,CGP-OnePoint(40+40),CGP-OnePointVL(40+40),CGP-RealValue(40+40),CGP-Subgraph(40+40),CGP-TwoPoint(40+40),CGP-TwoPointVL(40+40),CGP-Uniform(40+40)
CGP(1+4),1.0,2.137323884727787e-05,1.0324053297863516e-08,6.421764116299677e-06,6.421764116299677e-06,6.421764116299677e-06,2.5687023229313167e-05,8.01286227958785e-08,0.018219180070825725,0.028114738890385193,5.995043243842699e-13,1.3618219252448995e-07,0.013457222917091581,0.000837615794815763,0.10596448758985066
CGP-DeepNeuralCrossover(40+40),2.137323884727787e-05,1.0,0.019618876516920646,0.9807502142665714,0.9807502142665714,0.9807502142665714,0.9368107661077794,0.20340518118848738,0.006673384601133817,0.0025609424035025613,2.2165401508346443e-06,0.30596175764279965,0.004270083245982959,0.12848904043605205,9.408951138969757e-05
CGP-DeepNeuralCrossover-FixedParents(40+40),1.0324053297863516e-08,0.019618876516920646,1.0,0.023115077493622526,0.023115077493622526,0.023115077493622526,0.01788253778616995,0.2159235287397011,4.4786182534657705e-06,1.6295769132078532e-06,0.05936779559680371,0.14293818231643227,4.0554812605964016e-06,8.635923901541066e-05,1.2640977196578976e-08
CGP-DeepNeuralCrossover-OnePoint(40+40),6.421764116299677e-06,0.9807502142665714,0.023115077493622526,1.0,1.0,1.0,0.7960069696428962,0.16480091329475932,0.0032076115667290573,0.00034183720776138606,1.2795224402962202e-06,0.1711796322291329,0.0014651559899696736,0.05936779559680371,4.4786182534657705e-06
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr3,6.421764116299677e-06,0.9807502142665714,0.023115077493622526,1.0,1.0,1.0,0.7960069696428962,0.16480091329475932,0.0032076115667290573,0.00034183720776138606,1.2795224402962202e-06,0.1711796322291329,0.0014651559899696736,0.05936779559680371,4.4786182534657705e-06
CGP-DeepNeuralCrossover-OnePoint(40+40)-Lr5,6.421764116299677e-06,0.9807502142665714,0.023115077493622526,1.0,1.0,1.0,0.7960069696428962,0.16480091329475932,0.0032076115667290573,0.00034183720776138606,1.2795224402962202e-06,0.1711796322291329,0.0014651559899696736,0.05936779559680371,4.4786182534657705e-06
CGP-DeepNeuralCrossover-OnePoint-FixedParents(40+40),2.5687023229313167e-05,0.9368107661077794,0.01788253778616995,0.7960069696428962,0.7960069696428962,0.7960069696428962,1.0,0.15456988337874852,0.008713408684777973,0.001728873456003867,3.6708102340951965e-06,0.18677943200775515,0.003505565943941063,0.19854868663045389,7.479314384472026e-05
CGP-DeepNeuralCrossover-OnePoint-HigherEmbeddings,8.01286227958785e-08,0.20340518118848738,0.2159235287397011,0.16480091329475932,0.16480091329475932,0.16480091329475932,0.15456988337874852,1.0,3.919684457201164e-05,8.053814195248918e-06,0.00013962281497052493,0.7537725963595163,2.2728137389530694e-05,0.0019889443039639407,4.4941117210027106e-08
CGP-OnePoint(40+40),0.018219180070825725,0.006673384601133817,4.4786182534657705e-06,0.0032076115667290573,0.0032076115667290573,0.0032076115667290573,0.008713408684777973,3.919684457201164e-05,1.0,0.5281814272943972,1.75687387723286e-11,2.8142900345746636e-05,0.6918139175147417,0.16167819193421384,0.13921399807803528
CGP-OnePointVL(40+40),0.028114738890385193,0.0025609424035025613,1.6295769132078532e-06,0.00034183720776138606,0.00034183720776138606,0.00034183720776138606,0.001728873456003867,8.053814195248918e-06,0.5281814272943972,1.0,5.2758420728116616e-11,1.0911704111002584e-05,0.9505273425776323,0.012332166136807175,0.49929436918481784
CGP-RealValue(40+40),5.995043243842699e-13,2.2165401508346443e-06,0.05936779559680371,1.2795224402962202e-06,1.2795224402962202e-06,1.2795224402962202e-06,3.6708102340951965e-06,0.00013962281497052493,1.75687387723286e-11,5.2758420728116616e-11,1.0,5.729123105881966e-06,3.4729337034243744e-11,1.199074982252616e-09,2.2164475781337845e-13
CGP-Subgraph(40+40),1.3618219252448995e-07,0.30596175764279965,0.14293818231643227,0.1711796322291329,0.1711796322291329,0.1711796322291329,0.18677943200775515,0.7537725963595163,2.8142900345746636e-05,1.0911704111002584e-05,5.729123105881966e-06,1.0,6.857371186367593e-05,0.0005457169749107986,3.223181958005038e-08
CGP-TwoPoint(40+40),0.013457222917091581,0.004270083245982959,4.0554812605964016e-06,0.0014651559899696736,0.0014651559899696736,0.0014651559899696736,0.003505565943941063,2.2728137389530694e-05,0.6918139175147417,0.9505273425776323,3.4729337034243744e-11,6.857371186367593e-05,1.0,0.04944380981980862,0.4628318402117394
CGP-TwoPointVL(40+40),0.000837615794815763,0.12848904043605205,8.635923901541066e-05,0.05936779559680371,0.05936779559680371,0.05936779559680371,0.19854868663045389,0.0019889443039639407,0.16167819193421384,0.012332166136807175,1.199074982252616e-09,0.0005457169749107986,0.04944380981980862,1.0,0.0008692556162376128
CGP-Uniform(40+40),0.10596448758985066,9.408951138969757e-05,1.2640977196578976e-08,4.4786182534657705e-06,4.4786182534657705e-06,4.4786182534657705e-06,7.479314384472026e-05,4.4941117210027106e-08,0.13921399807803528,0.49929436918481784,2.2164475781337845e-13,3.223181958005038e-08,0.4628318402117394,0.0008692556162376128,1.0
